Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24;Column25;Column26;Column27;Column28;Column29;Column30;Column31;Column32;Column33;Column34;Column35;Column36;Column37;Column38;Column39;Column40;Column41;Column42;Column43;Column44;Column45;Column46;Column47;Column48;Column49;Column50;Column51;Column52;Column53;Column54;Column55;Column56;Column57;Column58;Column59;Column60;Column61;Column62;Column63;Column64;Column65;Column66;Column67;Column68;Column69;Column70;Column71;Column72;Column73;Column74;Column75;Column76;Column77;Column78;Column79;Column80;Column81;Column82;Column83;Column84;Column85;Column86;Column87;Column88;Column89;Column90;Column91;Column92;Column93;Column94;Column95;Column96;Column97;Column98;Column99;Column100;Column101;Column102;Column103;Column104;Column105;Column106;Column107;Column108;Column109;Column110;Column111;Column112;Column113;Column114;Column115;Column116;Column117;Column118;Column119;Column120;Column121;Column122;Column123;Column124;Column125;Column126;Column127;Column128;Column129;Column130;Column131
-19160.0;-1084.0;-1903.0;-272.0;-362.0;-209.0;-163.0;-391.0;2410.0;2148.0;3251.0;287.0;314.0;309.0;274.0;281.0;304.0;308.0;322.0;353.0;1482.0;683.0;1521.0;271.0;302.0;229.0;132.0;493.0;370029.0;390995.0;387846.0;13605.0;13777.0;14314.0;19363.0;20053.0;19944.0;43147.0;43299.0;45079.0;-17.46686709166584;15.409494833018977;-2.997284204007492;-18.08752738969996;10.070145900896785;4.6366276795557955;-11.692506283277705;9.154068007318383;135583.50336916148;136242.0867107123;136690.1318739112;4434.257699766624;4465.495710482201;4477.327318147454;4805.281234592249;4756.2778489958255;4827.690168622424;3653.977221181343;3672.60825691089;3537.591854846662;685.481222678247;100.3674791180158;228.75701524299558;39.45595855935703;47.42373163785064;19.000045183125575;16.72990205866364;19.361189417834822;50439.133456611904;51479.30910739107;51629.95122407171;2487.124596310504;2471.2136116025827;2509.4497584033356;4144.118687855778;4495.145440076568;4404.272946911071;7264.034745741446;7244.798611086612;7220.831213753379;-8.740457195907993;-0.08736446116228751;0.004500066471291236;0.08145789453846088;0.16292499963677554;0.03385682238874135;-0.10661987235184639;0.10980383956865533;-0.7150918146233042;-0.4837304001954821;-0.38355175425003246;-0.2668466475408672;-0.1945573333983754;-0.1591327037283724;1.2710757340390144;1.1403756706245305;1.2394204555387105;2.509135702619352;2.583964268104182;2.63553647242172;122.08462932897896;0.841121082887188;0.8517303706538955;1.4293652785526483;1.2298614372799328;5.690506464973234;1.9755871297735528;20.272075649492308;4.428932031473815;4.911900834731942;5.070051416378297;-0.13362453970751043;-0.00039797222982196345;0.173575263818317;1.7156533564546228;1.2614684267694916;1.591045642481343;5.790419945852225;6.339633640058588;6.5869524495387815;P012_F07_C3;45;12;8;1;5;4,5;41,67;80;71;0,617391304
-20790.0;-773.0;-1689.0;-259.0;-361.0;-239.0;-156.0;-427.0;2408.0;2216.0;2785.0;287.0;321.0;310.0;275.0;280.0;304.0;313.0;326.0;351.0;1542.0;726.0;1457.0;326.0;347.0;213.0;144.0;482.0;370685.0;361369.0;366483.0;12744.0;12865.0;13329.0;19621.0;19643.0;19008.0;43252.0;46589.0;45082.0;-13.462884385069094;13.931389569960418;-4.408152136496959;-18.45472652279982;10.150607579422937;5.045511710226843;-11.73738745278794;8.934653941819336;133106.82349533093;132610.69988412515;133117.16996114785;4388.6342444277825;4318.282905050781;4412.063697089497;4586.520687069729;4826.957842001227;4758.7594574330315;3766.3637107218324;3764.529377683866;3615.4353145661507;603.258047242081;98.14200657722495;229.14629198362783;38.97605763575281;48.02395259207965;19.283051347765777;16.689262253923022;19.944735406332832;52505.524377389745;51665.80566856196;52461.45398570881;2464.4207713544756;2494.591869616789;2493.9548988615225;4543.534041749888;4369.880495987006;4307.95815929354;7390.309819271012;7333.699294985203;7311.864648516313;-10.173438703555005;-0.0490448931464278;-0.006308664952527581;0.08391038290043641;0.17680030393320056;0.05687700825878885;-0.060815939307269556;0.15473024800635946;-0.6185166419943778;-0.8360066217422697;-0.6202357831388655;-0.3676122839767831;-0.29729582946951727;-0.2814701420157054;1.164248637288077;1.379826218353623;1.2499427682859263;2.4646741891997443;2.5549144072793064;2.6138650422857594;173.27782719531737;0.9741624621813396;1.021693019483287;1.7785915709497395;1.6108685542114722;6.487472276576778;2.2316825808705305;18.451981072734927;4.025013772941854;3.5754362643851474;4.016005474404318;-0.39474003662663826;-0.4812897100142872;-0.2120130807801046;1.3475637515527215;2.107644378582254;1.5791776934018475;5.5429509234602605;6.211003069716151;6.4815642389435535;P012_F07_C4;46;12;8;1;5;4,5;41,67;80;70;0,608695652
-20474.0;-895.0;-1427.0;-257.0;-320.0;-246.0;-184.0;-459.0;2745.0;2439.0;3655.0;288.0;330.0;317.0;274.0;277.0;297.0;315.0;335.0;356.0;1378.0;639.0;1342.0;268.0;392.0;276.0;125.0;446.0;415645.0;414028.0;405443.0;13592.0;13839.0;14386.0;19089.0;19674.0;19813.0;44455.0;46814.0;45203.0;-16.34330295332769;16.043729873524057;-4.324831228364154;-17.98588118684259;10.903739607571222;4.515447429107764;-11.86001714199782;9.012699449811505;136834.2998999963;136978.1257824364;137865.9878143635;4469.4786473573095;4507.240305196488;4512.868513648654;4820.010148524019;4761.789214415348;4848.937923626801;4120.54827956591;4132.323604577948;3964.2508611430053;531.7556644121194;99.5163084556014;228.62106014276046;38.63865943119473;47.19726324705725;18.900820087861053;16.38604381692991;20.370082390035616;47662.534050267604;48041.28578783237;48231.47119223373;2368.1712195072405;2351.8992733776927;2390.2373738615793;4214.4524608329475;4597.227354591707;4513.495310189929;7718.810435892026;7672.720539557889;7620.8084450046745;-10.817190706116161;-0.04384118194155972;0.024860657982135697;0.08442019639152348;0.15035431495316418;0.07199612053791707;-0.07158510654070294;0.15297797745393;-0.16867548575660132;-0.15559568980867658;-0.04129660165420772;-0.37233713483131853;-0.30346179803294526;-0.2300065434088399;1.3875013927655555;1.2483963112304446;1.3557453236812156;2.332539174392978;2.406855951851324;2.475552836039747;203.54503903615458;0.7339176838713795;0.8517584938185658;1.7137224600480803;1.4892456335210218;6.939616047226929;2.3690232058441154;21.102933644408832;7.484566536908819;7.272816869687752;7.1928629539462285;0.2555585235178177;0.41851966513074457;0.7281083794002661;2.0464157224076693;1.5443231353400853;1.8943788971747928;4.947811873672015;5.476464120521737;5.787166671869457;P012_F07_C5;47;12;8;1;5;4,5;41,67;80;69;0,6
-19698.0;-703.0;-2303.0;-327.0;-301.0;-207.0;-161.0;-452.0;2154.0;2084.0;1922.0;291.0;292.0;308.0;279.0;281.0;307.0;314.0;335.0;356.0;1705.0;614.0;1383.0;301.0;281.0;221.0;151.0;449.0;365390.0;360469.0;367534.0;12765.0;12944.0;13346.0;18828.0;19380.0;19028.0;45878.0;46325.0;44972.0;-18.135833756076238;15.441144219203087;-4.82030731378452;-18.87658860875864;10.984358881773025;4.524819254333207;-11.915534860229013;9.02209930064663;131694.59602746807;131397.63914937607;131507.0896034852;4319.573543528022;4226.528944842354;4332.023997637156;4285.968839991139;4568.45182012848;4503.698626596766;4268.235435280219;4290.011038913091;4132.1768441261165;602.0472215262466;95.05719327226564;222.86772620739842;35.57654215256446;44.55563511642282;18.854194430762522;16.00031976041529;20.17312757081126;53733.1893497196;52695.18796223651;53022.35646464056;2261.8040436396354;2321.820495273545;2299.893165996675;4380.42523353618;4193.172661439254;4178.067246193527;8078.171896407395;8041.977300744925;7935.490289935262;-10.141886189604168;-0.05358044363906706;0.01644908460342477;0.04845310976241552;0.2080667812280776;0.034679124277119465;-0.04488600998769674;0.0670517411098308;-0.3342814958128334;-0.5362550966422149;-0.4200681953721895;-0.33516723942570564;-0.15324957142763573;-0.19808281142507286;1.2233775940140277;1.4554219940912727;1.3616012683343584;2.350260359395204;2.409607750364147;2.4498882358542478;167.75987893790048;1.0043180433281895;1.0099758709083675;1.8000134593823125;1.7793299901059125;6.67135988339761;2.8044956455494114;19.613436841795508;4.19224130049384;3.890577612945332;4.11954715749583;0.22375315792506;0.3302719102381517;0.5098923461455254;1.4210720096807608;2.343141285905463;1.91681027835729;5.112279929832404;5.491896390366369;5.6551749494110055;P012_F07_C6;48;12;8;1;5;4,5;41,67;80;68;0,591304348
-19887.0;-1080.0;-1531.0;-287.0;-262.0;-233.0;-170.0;-292.0;1882.0;2288.0;2216.0;287.0;326.0;314.0;279.0;282.0;313.0;314.0;328.0;351.0;2081.0;752.0;1682.0;247.0;332.0;229.0;134.0;429.0;370316.0;361555.0;367352.0;12269.0;12471.0;12968.0;17906.0;18597.0;18477.0;43699.0;43913.0;43207.0;-26.884942441060975;15.763214657391266;-4.650488928388999;-18.649580324058697;11.320237977981234;4.7735284618397635;-11.96616632345856;9.673217780241444;133763.53262072915;134286.21885856078;134311.1168161863;4071.8564993319337;4103.122008016797;4112.1331170070625;4382.941630082077;4302.286237831648;4378.544531399122;4700.137201756061;4709.635617484253;4585.237259018897;860.7547783287199;95.92021770807104;223.11723213162654;34.438095211796615;43.59836644742285;18.482332303475268;15.646800679035511;19.985515810357633;46831.780710994324;46923.17367759389;46747.83392755609;2276.662339487122;2230.1922286551153;2284.9090727743155;3851.3358822747537;4249.100504495109;4131.743725868676;8663.40618268123;8573.762598459893;8534.570781729017;-8.261773454250992;-0.08726705502039081;-0.001114248841133975;0.11851205439151502;0.2053094341050141;0.04518540739917661;-0.04011890117370157;0.15686655973413993;-0.5882480270939563;-0.5803164841025109;-0.5978971562102195;-0.4047367041830474;-0.36797866687941994;-0.31056448094297834;1.3872285630296943;1.2389972748330402;1.3369037634086867;2.146641123351047;2.1924319009621476;2.2393605895929762;100.68226345852558;0.9954857761925688;0.8914142949987158;1.6426420835673126;1.838300567187706;7.416209803218582;3.011317563696239;18.970125652469182;5.701695597112581;5.4375681004839524;5.602351636192029;-0.43198998570638336;-0.23680968617078157;-0.11246344991597113;2.031244356044102;1.3948321773771655;1.7408896243634118;3.7457666127725897;4.037158627036586;4.2225723208704515;P012_F07_C7;49;12;8;1;5;4,5;41,67;80;67;0,582608696
-20244.0;-3534.0;-1964.0;-316.0;-409.0;-299.0;-242.0;-850.0;2980.0;2273.0;2897.0;305.0;301.0;316.0;269.0;294.0;318.0;303.0;345.0;354.0;1923.0;693.0;1895.0;279.0;379.0;425.0;198.0;779.0;405391.0;416389.0;415711.0;16427.0;17217.0;16928.0;19296.0;19194.0;19749.0;36683.0;37001.0;34741.0;-21.77818486657587;15.26681375176268;-5.2239584203433145;-19.505334801628198;11.019506759186406;4.527090286714606;-12.494478146881155;9.378201408171822;138152.97258623288;138141.67425269412;138106.00703829987;5232.814744827398;5362.266537950677;5316.473428364075;5055.825220118035;5205.051527475386;5155.997165509592;6847.188212901724;6929.301222801901;6411.988456640513;731.3406831270363;104.33760622221736;234.8194203451013;36.01092170123583;43.97115451339366;17.874653306496462;15.73185369700399;18.32981936791777;30869.173197824857;30942.22695240483;31608.230949530232;2789.0400603207463;2895.1541367490104;2846.1445931351814;4124.769133028841;4096.602535381795;4052.819235455853;10012.440527452778;10031.554224454934;9493.8417678791;-8.175760251949082;-0.1653359939933125;-0.017264690004227774;0.07183561842718916;0.22551899187298902;0.08697754773082657;-0.040463545725347765;0.0540177273237844;-0.14521591953911242;-0.010221727098098286;0.1528025060209394;0.7095066382229047;0.7703859885986185;0.7741698195948324;1.0514693252991187;1.1547431022027306;1.1355902957575912;1.2733272844138714;1.2589128079253429;1.2897269998200083;107.5241588319299;2.1553583646956707;0.6220787247456485;2.0166792695220765;1.6794074788802655;7.406323442746393;2.5867586556302777;40.99731095488752;19.182533024957696;20.263509206931385;20.11188641244572;1.491534840141977;1.6746832176367494;1.6804983587445852;1.1377294054431557;1.432058707711521;1.3423333866731566;0.09334436493444631;0.0683325085999198;0.10599437348807772;P012_F08_C1;50;12;8;1;5;4,5;41,67;80;66;0,573913043
-20399.0;-1579.0;-1619.0;-266.0;-237.0;-226.0;-182.0;-433.0;2163.0;1974.0;2453.0;290.0;328.0;311.0;267.0;282.0;310.0;302.0;341.0;358.0;1805.0;650.0;1569.0;229.0;266.0;236.0;156.0;396.0;388244.0;400847.0;385472.0;13278.0;14146.0;13784.0;19482.0;20078.0;19805.0;45826.0;46238.0;44953.0;-19.736226403217476;16.158559517057814;-4.5480606343738375;-19.189314249991206;10.962902392679343;4.567097280241126;-12.030860262367154;10.013518875883191;137837.51939276126;137483.31114813787;137904.73726434016;4754.658366503132;4702.197290875991;4780.052022586318;4715.739424234009;4971.973001326792;4912.689376407788;3566.6357184732638;3567.3185226326023;3432.9863001018234;829.389372192735;99.36119196116867;231.75721937229258;39.678342129450606;50.05775354464418;19.705513296367787;16.77971835104783;19.22990906524084;54572.49670414004;54375.53109520664;54653.83052338327;2610.872853951919;2704.7390536054368;2636.892459356898;4467.003467852771;4305.565799621084;4288.26488227043;7385.769071488414;7271.775785055936;7244.598392738552;-8.284746310695459;-0.09740215675088448;-0.0024501882609181476;0.011515161882777115;0.16043210880882916;0.03931224809910816;-0.08583861615643855;0.15851463959146753;-0.6194166554370509;-0.64188956531869;-0.5998712980057195;-0.12897578619833014;-0.012214463940255067;-0.09988507231418758;0.951648373797098;1.1594823704715371;1.0804832331866614;2.7056526900003703;2.7970062923374526;2.836217063613978;103.97163559444083;1.505460866730873;0.9724240680997518;1.1850625861509902;1.1861499415864838;5.34035960012598;2.3360160215591055;19.866819736668273;3.791586362539558;3.9053769991505183;3.7668282481841233;-0.19504330169309103;-0.15685398302731102;-0.1496427641861766;0.6548994519451892;1.335467233385959;1.0337859046855655;7.231128559505082;7.971044834797391;8.062183319071213;P012_F08_C2;51;12;8;1;5;4,5;41,67;80;65;0,565217391
-20156.0;-1468.0;-1589.0;-280.0;-303.0;-332.0;-202.0;-439.0;2096.0;2167.0;2127.0;286.0;329.0;311.0;271.0;286.0;308.0;309.0;352.0;362.0;1794.0;650.0;1530.0;237.0;288.0;315.0;162.0;405.0;371379.0;370165.0;362500.0;12563.0;12751.0;13227.0;19080.0;19983.0;20367.0;44768.0;44930.0;43949.0;-20.453784058664386;15.158242217821371;-4.288683333646241;-18.780585387896682;11.01615640037782;4.871442804879549;-11.858777808061497;9.606309127433963;133556.5913769664;133830.6916553376;133875.19091085647;4347.4222502751345;4392.032919013401;4403.421700006474;4767.05052761054;4726.337735482618;4795.972583673205;3797.315821842429;3774.816728167282;3603.6338447595003;798.979213268318;97.64067004866793;228.33131109290764;39.84787374536281;49.77123772196393;19.792092408115085;17.170548047840533;19.347098558095194;52058.29063700349;52642.947110813446;52010.218870098186;2500.7520633334734;2481.5377786617837;2514.0608314534616;4153.031661967999;4499.800577794458;4422.88535854078;7622.7664088236925;7456.732722253208;7425.822895539982;-8.821959610970392;-0.0815264970298437;-0.0028518961532599803;0.10810612608143934;0.210527551527556;0.07447396776122285;-0.10133835456116792;0.14518527027005299;-0.9773285998170301;-0.8754238322203305;-0.9735330054489464;-0.3410985205991904;-0.2806702616283364;-0.2838404329209238;1.2708834719372397;1.1496564707018027;1.2591982305893479;2.5336210030459343;2.614768122620385;2.6949867499142277;116.69451699458773;1.1479634425802843;1.0468404373611246;1.4843496405152994;1.4807255574684968;6.02960848899121;2.168081535206616;19.28306628396664;3.310017787135025;3.349791299634421;3.207911068769909;-0.6312637863977231;-0.5012068395234457;-0.4601802334856875;1.8040973807587273;1.385682840786039;1.7612686087724576;5.944493961881996;6.580568183557446;6.959406694528379;P012_F08_C3;52;12;8;1;5;4,5;41,67;80;64;0,556521739
-21445.0;-1954.0;-1563.0;-297.0;-273.0;-260.0;-179.0;-310.0;1924.0;2233.0;2008.0;299.0;320.0;312.0;272.0;284.0;317.0;309.0;340.0;368.0;3469.0;714.0;1549.0;212.0;300.0;217.0;156.0;318.0;370367.0;384144.0;392434.0;12272.0;12481.0;12956.0;19244.0;19857.0;19484.0;43602.0;43739.0;43043.0;-20.154422998496553;15.970257696295349;-4.003232109270858;-18.56623051113857;11.048968585845675;4.659991437852402;-11.878811795744761;9.415057882417232;132087.6936056538;132724.25442126265;132250.2477935955;4338.603929259798;4251.994995435025;4350.006830554898;4469.117843979306;4744.782538125994;4683.288202076218;3866.680620836574;3898.2393399384573;3762.9817062861393;848.0157349618012;99.09020681038785;229.49057032716374;37.73907777688285;47.857321021687966;19.794478315091233;16.965905123899454;19.867680767072695;53493.360320121734;53820.82710686925;53377.785224544205;2455.414880822983;2487.1194244323583;2477.5887711196037;4388.858275478905;4223.82824441631;4199.80902555939;7647.169023749203;7553.606120639225;7564.02383597412;-7.986330402355096;-0.09385891024452248;0.0008034846945338093;0.10502197349134319;0.22686048319774557;0.08732815308731788;-0.05305515568301637;0.17510001138930067;-0.7523253230157628;-0.6499469930018935;-0.6892087474065023;-0.4319625089483097;-0.3461644960647361;-0.3609934789382994;1.0708137644940763;1.2904426671977711;1.19952945407218;2.4710193408152565;2.513412079036966;2.5823409423667285;99.90605365415456;1.7085011521881386;1.1475920498399654;1.5205358458016525;1.5914984025478045;5.913031114107103;2.3437773073650012;17.65093075010904;3.3807846402256025;3.660494946733767;3.824634583837204;-0.6525489899432597;-0.7367745091588134;-0.4969070018055697;1.02550316049346;1.8537492653827092;1.4597289339133246;5.561827968287828;5.886369144264174;6.2203632964800555;P012_F08_C4;53;12;8;1;5;4,5;41,67;80;63;0,547826087
-19638.0;-1335.0;-1419.0;-327.0;-323.0;-222.0;-206.0;-332.0;1903.0;2071.0;1696.0;291.0;332.0;318.0;281.0;287.0;316.0;305.0;350.0;359.0;1615.0;712.0;1418.0;254.0;322.0;245.0;129.0;399.0;387584.0;373914.0;365737.0;12639.0;12914.0;13291.0;18867.0;19515.0;19410.0;45565.0;45943.0;44727.0;-23.131851287708336;14.525741942701183;-4.5754603826786315;-18.399519632894034;10.560755992920438;4.924079919928937;-11.942374468532769;9.870715757359788;139071.55517279697;138794.79745897691;138636.43893765975;4494.5265399859245;4518.104863503352;4546.161758713931;4741.497647886802;4686.807534170463;4770.793421491277;4294.6872615475795;4310.590361892062;4118.824165648035;755.3292171311081;99.38642491860764;234.2372715746579;40.86984137289324;49.5163818330867;20.360025331673548;17.468719743439216;20.70456650294587;49820.327616285475;48909.51915886584;48645.93999384937;2368.0300490709024;2347.6961082696607;2391.7131572103895;4019.2953069716395;4394.859594464427;4285.812152493003;8045.634042574686;7953.905355665862;7886.90570673056;-9.034191219174998;-0.02697480716996967;0.0025141208884152592;0.11432358044436962;0.24394421535969146;0.08599142145294136;-0.10989423640351935;0.09308343736392409;-0.07334784890645457;-0.25595185934111514;-0.319830401287497;-0.5191496156672385;-0.4503534489941851;-0.43183918426536866;1.3062608476615343;1.129516152557918;1.2326686385261938;2.3280859100273505;2.395043408598954;2.441352259847862;125.92808845744608;1.0389343289787671;0.9891510388807427;1.560034319258878;1.7242930482495549;5.591855796215988;2.291041660440534;18.805014680647346;6.177621319745356;5.834846404820537;5.724126194421313;-0.2920980727223532;-0.17162468160289324;-0.06156851478696668;1.8863914020942474;1.2598825988840785;1.5988415504302047;4.95068136990466;5.436400626927199;5.611382580415862;P012_F08_C5;54;12;8;1;5;4,5;41,67;80;62;0,539130435
-19784.0;-976.0;-1535.0;-543.0;-572.0;-234.0;-162.0;-626.0;1585.0;2126.0;2488.0;294.0;304.0;320.0;274.0;292.0;313.0;322.0;322.0;347.0;1462.0;716.0;1465.0;567.0;579.0;272.0;156.0;450.0;386344.0;378333.0;396577.0;11942.0;12310.0;11293.0;20487.0;21006.0;20401.0;46192.0;46997.0;45388.0;-11.692135851033974;16.35845282719449;-3.6916054575149997;-18.573371902243576;11.412432083269652;4.865059048880875;-11.761599828740406;9.303605557629439;129309.08962138559;130103.49912135897;130075.65437456734;3566.762207785292;3697.7207252782364;3521.9556685659513;5169.782203525215;5300.263752063475;5143.721577293785;3866.349086745833;3989.2783162042706;3751.3998349219873;420.1988026373346;95.45636660692831;218.64148332927775;34.16457546503139;41.61906635460127;17.315809240485674;14.552347666656233;16.16874720768197;47461.80358445387;47905.520845200124;47708.1999769153;2735.114242576452;2816.782738269555;2721.3709030504165;4014.6856746851026;4040.1804686442993;4168.234539623859;8028.37882954302;8122.5428806117325;7924.439857308371;-12.812208283512263;-0.07270672174107115;0.03272348911680206;0.16311357634177664;0.41418847226888456;0.08802700393920858;0.01112374907017754;0.13473409255069535;-0.6839719120352932;-0.539313369491464;-0.49903069924955584;0.03649416980163592;0.016826038243545807;0.041304365442544094;0.736373660932105;0.9039944894807583;0.6790192034401413;2.9732482231736728;2.941375767389686;3.0415057438265873;321.8453397049725;0.8935897085997246;1.0113326868036854;4.640801067577632;4.435949474537936;5.757553137341363;3.4180387802704635;19.247165689895553;5.444836362672273;5.362944463231244;5.82636612288492;-1.411037845451859;-1.410194955920489;-1.5080447247508204;0.1928720759499889;0.6147222086819819;0.03217549705161371;8.955118479260937;8.816272834085254;9.277587804284197;P012_F08_C6;55;12;8;1;5;4,5;41,67;80;61;0,530434783
-20464.0;-959.0;-1706.0;-606.0;-566.0;-217.0;-204.0;-403.0;2635.0;2410.0;3214.0;296.0;304.0;326.0;275.0;289.0;312.0;338.0;329.0;345.0;2333.0;744.0;1552.0;434.0;592.0;262.0;142.0;405.0;371090.0;369409.0;362014.0;12511.0;12684.0;12172.0;18084.0;18843.0;18617.0;44763.0;45052.0;44010.0;-15.753287190096845;16.597315108205965;-4.02084617317384;-18.674752806817775;11.331249937948726;4.66819179151383;-11.336683720265984;9.281256849505995;134738.75894459506;134985.1720187865;135104.89877429456;4199.4012371606395;4252.248424911222;4212.548245446562;4405.79418839971;4267.6421398297;4527.827904845546;4721.158348925122;4761.340562831723;4612.3675207148035;513.6766250373618;100.771428897848;230.87402545584743;39.71927957007516;47.16330585452688;20.04456135270172;17.174490904479512;20.873463420589566;46722.53073281272;47325.0527784511;47013.6453708532;2284.99776738801;2371.4399143542946;2267.359328946442;3887.5738230206102;4293.142997063916;3909.814022411504;8695.861524782325;8670.294191220351;8573.170482937176;-11.016692373992298;-0.0533062187172037;0.009967082548244634;0.11069391662329393;0.3721543066136872;0.012694108150360362;-0.10379881134945552;0.08800372792705663;-0.6015300857434063;-0.5106975700959506;-0.5616704170999143;-0.39241891884066993;-0.3868239966716127;-0.4432340661642235;1.3363682114493214;1.2628164845435854;1.5060704036656938;2.1667190016649562;2.2052986755906288;2.251414154773748;223.91676263765095;0.8268970591076639;0.8947437231181445;2.1090501415272653;2.2120131040122786;5.645458325796705;2.386688822682834;17.39541493639649;5.612967072448047;5.618322808097366;5.340715879570338;-0.34738843479707393;-0.5072722487094632;-0.4430215949669143;1.846256012276477;1.4976454803813963;2.4567226076969373;3.904940510862028;4.162541167019733;4.333937335230806;P012_F08_C7;56;12;8;1;5;4,5;41,67;80;60;0,52173913
-19123.0;-2409.0;-1853.0;-483.0;-335.0;-320.0;-206.0;-478.0;3569.0;3596.0;2091.0;291.0;304.0;333.0;266.0;281.0;315.0;317.0;306.0;401.0;1937.0;686.0;1952.0;286.0;412.0;333.0;174.0;667.0;406857.0;417581.0;418191.0;16568.0;16962.0;16473.0;19345.0;20179.0;19235.0;39176.0;39487.0;38856.0;-12.245000001366437;18.059103600807948;-3.5142938894842;-18.872881441624028;11.0392036294758;4.384184200105434;-12.22593191699386;9.350662763028911;139504.71575754264;139597.02038696982;139330.23443648886;5353.05186926104;5417.019157192829;5415.1381312855265;5138.051213379974;5254.375150306078;5159.299819632706;6754.459676978575;6955.0229695015305;6409.5303344993445;455.2676646477944;106.3318042590672;240.86353884619686;38.84094483030691;44.86501548349553;19.71233723481932;16.791036990219432;18.74354153079288;31632.404202528596;31593.411097081218;30877.711962826615;2882.441568977965;2917.579285775984;2906.0643307327373;4004.6199608008405;4060.834069839541;4129.779076529537;9869.164700229741;10086.327785634201;9417.739188591744;-9.166788790430552;-0.0663038526839005;0.0008851728474001555;0.14090746047421432;0.22477255409754204;0.08804823346905931;-0.11039829155592673;0.19860957793028283;0.556299321770346;0.46475376512940075;0.19197663023250783;0.7616514783607548;0.7400318555832927;0.7391169179612845;1.1134958437263545;1.1384420182296626;1.0750612553871395;1.2876962254688928;1.273488674260423;1.2951336892560452;175.96260324075354;0.8176713641971505;0.6118778623814198;2.054230949991503;1.7459571035271688;5.237193162912243;2.145427336540105;25.643289175234294;20.875704515867948;20.949809229760636;20.33103235648016;1.6517262810927678;1.5613308495417746;1.5479216688287583;1.2643585171593568;1.3811793267790886;1.1310995224418718;0.16084764995648726;0.14263999646738146;0.15405927769240746;P012_F09_C1;57;12;8;1;5;4,5;41,67;80;59;0,513043478
-21292.0;-1142.0;-1756.0;-290.0;-275.0;-225.0;-165.0;-448.0;2211.0;2085.0;2050.0;307.0;312.0;323.0;277.0;280.0;315.0;325.0;305.0;367.0;2107.0;730.0;1483.0;261.0;322.0;234.0;169.0;407.0;402647.0;403719.0;413289.0;15002.0;14902.0;15320.0;18434.0;18731.0;18595.0;44480.0;44721.0;45531.0;-14.978051706065127;16.49718692553244;-3.840311378997169;-18.265917263545166;11.624420024114746;4.772251290901465;-11.54427068520756;9.630116179569223;139427.76201637601;139689.5070941934;138857.43258953685;4883.769798112382;5057.099474967185;4864.393305831614;5034.645321582599;5183.977717357335;4962.421713857116;3601.79354959685;3666.664010250641;3527.9563097693604;545.2739000662851;105.83334711941208;245.78590795044573;42.24289471475744;52.20580828572339;22.217092727947406;18.417464681317124;20.50950203917254;52045.516862280536;51892.70197870108;51442.699423859005;2646.541133939496;2675.5800154429676;2715.431259965333;4299.575693920456;4240.181633453638;4506.5518992262605;7224.4799849459205;7273.535760377499;7217.634127532977;-11.112726688033787;-0.04038016490483596;-0.005172524575288638;0.0239428676999909;0.17171240584670686;0.13700233480323;-0.17222097457454305;0.12901396560000508;-0.7160280940802835;-0.7364892333627213;-0.826855708545155;-0.042270128746754135;-0.08238998842576731;-0.008847977423088706;1.0513388036316778;1.1656431136114367;0.9850403517910433;2.5752224408116837;2.63231040597927;2.69480977628466;225.79735552428272;0.9999170955000984;0.9077822179714103;1.5631422169917606;1.4066685706539532;3.466209515908255;1.876943224117487;16.701379217728608;4.434501641383326;4.504906884179482;4.659069171873951;0.10395822344906902;0.13199261343694912;0.053580578163161974;0.9040998283456139;1.2654490639272922;0.6495081995096763;6.257453875334466;6.6853304009393035;7.008833027754095;P012_F09_C2;58;12;8;1;5;4,5;41,67;80;58;0,504347826
